Instrument,Date,Price Open,Price High,Price Low,Price Close,Volume(1000shares),turnover(1000),sma5,sma10,sma20,k,d,bias5,bias10,bias20,rsi,w%r,mtm,macd,macd_signal,macdhist,ar,br,dmi,MV%,ROI%,Market Capital,P/E,P/B,Long PSTN VAL,Short PSTN VAL,Qfii Net S/B M.Cap,Fund Net S/B M.Cap,Dealer Net S/B M.Cap,Liabilities Ratio,ROA-Comprehensive Income,ROE-Comprehensive Income,Net Income Ratio,Return on Total Assets Growth Rate - YOY,Recurring EPS,P/E Ratio at Quarter-End,Cash Dividend Yield,Dividend Yield,Current Ratio,Acid-Test Ratio,Equity Turnover,Inventory Turnover
1734.TW,2020/5/19,20.2629 ,20.5013 ,19.6908 ,19.8338 ,764.0000 ,15953.0000 ,19.6908 ,19.7861 ,19.0328 ,46.7071 ,33.0987 ,0.7264 ,0.2410 ,4.2084 ,62.2628 ,-48.5303 ,0.0954 ,0.5934 ,0.5859 ,0.0075 ,116.9959 ,118.4272 ,41.5363 ,4.0573 ,-0.7160 ,0.0110 ,137.4712 ,1.2605 ,32997.2100 ,500.9100 ,-3.0600 ,0.0000 ,0.0400 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/5/20,19.9768 ,19.9768 ,19.5954 ,19.6908 ,462.0000 ,9601.0000 ,19.6526 ,19.7337 ,19.1544 ,53.7915 ,44.1464 ,0.1943 ,-0.2173 ,2.8004 ,60.0949 ,-52.9410 ,0.0477 ,0.5659 ,0.5819 ,-0.0160 ,110.1286 ,127.4016 ,37.0210 ,1.9231 ,-0.7212 ,0.0100 ,137.4712 ,1.2514 ,33180.8000 ,497.7100 ,0.2900 ,0.0000 ,0.0200 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/5/21,19.6908 ,20.0722 ,19.4524 ,19.9768 ,2592.0000 ,53961.0000 ,19.7670 ,19.7194 ,19.2831 ,48.1473 ,49.5486 ,1.0612 ,1.3055 ,3.5973 ,62.8788 ,-44.1196 ,0.0953 ,0.5607 ,0.5776 ,-0.0170 ,115.1916 ,119.3586 ,38.4321 ,3.1477 ,1.4528 ,0.0110 ,137.4712 ,1.2696 ,33547.6500 ,499.4700 ,3.8500 ,0.0000 ,0.0000 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/5/22,20.0245 ,20.2152 ,19.6431 ,19.6908 ,823.0000 ,17273.0000 ,19.8338 ,19.7194 ,19.3713 ,39.6744 ,47.2044 ,-0.7210 ,-0.1449 ,1.6492 ,58.4848 ,-78.2601 ,0.2861 ,0.5274 ,0.5676 ,-0.0402 ,114.8165 ,127.4528 ,29.0935 ,2.8640 ,-1.4320 ,0.0110 ,137.4712 ,1.2514 ,32967.9800 ,503.3300 ,-1.0100 ,0.0000 ,0.0000 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/5/25,19.8815 ,21.6455 ,19.6908 ,21.6455 ,3809.0000 ,83434.0000 ,20.1675 ,19.9101 ,19.5549 ,60.6615 ,49.4944 ,7.3284 ,8.7163 ,10.6910 ,72.5853 ,0.0000 ,2.2885 ,0.6513 ,0.5843 ,0.0669 ,126.2188 ,104.9747 ,47.9899 ,9.9274 ,9.9274 ,0.0120 ,137.4712 ,1.3756 ,57648.9600 ,525.6700 ,6.0800 ,0.0000 ,0.0000 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/5/26,23.7910 ,23.7910 ,22.5037 ,22.6944 ,15420.0000 ,379038.0000 ,20.7397 ,20.2152 ,19.7766 ,65.8177 ,55.3845 ,9.4251 ,12.2640 ,14.7539 ,77.0833 ,-23.9589 ,2.7176 ,0.8246 ,0.6324 ,0.1922 ,116.2914 ,109.2424 ,63.6422 ,5.9471 ,4.8458 ,0.0120 ,137.4712 ,1.4423 ,60787.3300 ,958.6400 ,-22.4000 ,0.0000 ,0.0000 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/5/27,22.0746 ,22.5037 ,21.0257 ,21.5025 ,3695.0000 ,83782.0000 ,21.1020 ,20.3773 ,19.9363 ,73.9924 ,66.8239 ,1.8979 ,5.5218 ,7.8560 ,64.1942 ,-50.0000 ,1.6687 ,0.8559 ,0.6771 ,0.1788 ,105.0253 ,118.1837 ,38.6743 ,6.5126 ,-5.2521 ,0.0110 ,137.4712 ,1.3665 ,48406.6400 ,1587.1000 ,-3.0200 ,0.0000 ,0.0000 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/5/28,21.5025 ,21.7409 ,20.8350 ,20.8827 ,1661.0000 ,36968.0000 ,21.2832 ,20.5251 ,20.0650 ,50.6207 ,63.4769 ,-1.8817 ,1.7422 ,4.0751 ,58.6978 ,-63.5416 ,1.1919 ,0.8212 ,0.7059 ,0.1153 ,109.2307 ,117.0226 ,27.7581 ,4.2129 ,-2.8825 ,0.0110 ,137.4712 ,1.3271 ,44431.4500 ,734.2200 ,-5.1200 ,0.0000 ,0.0000 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/5/29,20.8827 ,21.3118 ,20.8827 ,21.0257 ,561.0000 ,12447.0000 ,21.5502 ,20.6920 ,20.1842 ,36.5648 ,53.7260 ,-2.4337 ,1.6128 ,4.1690 ,59.5582 ,-60.4173 ,1.0489 ,0.7960 ,0.7239 ,0.0721 ,106.1535 ,125.8469 ,27.7581 ,2.0548 ,0.6849 ,0.0110 ,137.4712 ,1.3362 ,44750.7300 ,709.2700 ,-2.1600 ,0.0000 ,0.0000 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/6/1,21.2641 ,21.3595 ,20.8827 ,21.2164 ,1007.0000 ,22357.0000 ,21.4643 ,20.8159 ,20.2963 ,25.1148 ,37.4335 ,-1.1551 ,1.9238 ,4.5335 ,60.7329 ,-56.2508 ,1.5256 ,0.7825 ,0.7356 ,0.0469 ,100.0000 ,126.8218 ,28.2621 ,2.2676 ,0.9070 ,0.0110 ,146.7139 ,1.3318 ,49388.0400 ,732.1700 ,0.4500 ,0.0000 ,0.0000 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/6/2,21.2164 ,21.3118 ,20.5966 ,20.7873 ,873.0000 ,19069.0000 ,21.0829 ,20.9113 ,20.3487 ,18.4863 ,26.7220 ,-1.4022 ,-0.5929 ,2.1554 ,56.7391 ,-65.6260 ,-0.8582 ,0.7288 ,0.7343 ,-0.0055 ,93.4290 ,128.8975 ,20.1415 ,3.3708 ,-2.0225 ,0.0110 ,143.7467 ,1.3048 ,50231.5400 ,764.3900 ,-2.8800 ,0.0000 ,0.0200 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/6/3,20.8350 ,21.0734 ,20.8350 ,20.9304 ,538.0000 ,11817.0000 ,20.9685 ,21.0353 ,20.3845 ,17.3576 ,20.3196 ,-0.1817 ,-0.4984 ,2.6782 ,57.7373 ,-62.4995 ,-1.7640 ,0.6897 ,0.7254 ,-0.0356 ,96.1745 ,131.6443 ,20.1415 ,1.1468 ,0.6881 ,0.0110 ,144.7357 ,1.3138 ,52037.3800 ,724.5700 ,1.0500 ,0.0000 ,0.0700 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/6/4,20.9781 ,21.1688 ,20.5966 ,20.7873 ,1606.0000 ,35192.0000 ,20.9494 ,21.1163 ,20.4178 ,21.3890 ,19.0776 ,-0.7739 ,-1.5580 ,1.8095 ,56.3375 ,-69.2320 ,-0.7152 ,0.6399 ,0.7083 ,-0.0684 ,96.6522 ,129.6150 ,17.2699 ,2.7335 ,-0.6834 ,0.0110 ,143.7467 ,1.3048 ,54685.3000 ,744.6100 ,1.6800 ,0.0000 ,0.0000 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/6/5,20.8827 ,21.0734 ,20.7397 ,21.0257 ,475.0000 ,10422.0000 ,20.9494 ,21.2498 ,20.4846 ,36.8044 ,25.1837 ,0.3641 ,-1.0546 ,2.6416 ,58.1575 ,-63.7372 ,0.1430 ,0.6126 ,0.6891 ,-0.0765 ,97.6086 ,126.9292 ,17.2699 ,1.6055 ,1.1468 ,0.0110 ,145.3951 ,1.3198 ,54099.6000 ,745.9000 ,2.3200 ,0.0000 ,0.0000 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/6/8,21.1688 ,21.4548 ,20.8350 ,21.2164 ,2221.0000 ,49474.0000 ,20.9494 ,21.2069 ,20.5585 ,51.1545 ,36.4493 ,1.2744 ,0.0449 ,3.2002 ,59.6079 ,-59.3417 ,0.1907 ,0.5994 ,0.6712 ,-0.0718 ,96.2619 ,128.2679 ,22.9617 ,2.9478 ,0.9070 ,0.0110 ,146.7139 ,1.3318 ,54302.0600 ,735.0200 ,-1.5400 ,0.0000 ,0.0200 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/6/9,21.3595 ,23.2666 ,21.3118 ,22.8852 ,5117.0000 ,119873.0000 ,21.3690 ,21.2260 ,20.7206 ,71.3941 ,53.1177 ,7.0953 ,7.8170 ,10.4467 ,69.5540 ,-20.8777 ,1.6688 ,0.7154 ,0.6800 ,0.0354 ,112.6210 ,119.0050 ,43.0176 ,9.2135 ,7.8652 ,0.0110 ,158.2532 ,1.4365 ,69690.8600 ,1288.4000 ,4.1000 ,0.0000 ,0.0000 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/6/10,23.0282 ,23.5526 ,22.3130 ,23.2666 ,5243.0000 ,126655.0000 ,21.8362 ,21.4024 ,20.8898 ,82.7537 ,68.4341 ,6.5504 ,8.7104 ,11.3776 ,71.2937 ,-12.6425 ,2.4793 ,0.8285 ,0.7097 ,0.1188 ,106.4221 ,113.2735 ,45.4326 ,5.4167 ,1.6667 ,0.0120 ,160.8907 ,1.4604 ,73141.3400 ,1570.0800 ,0.8100 ,0.0000 ,0.0500 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/6/11,23.5050 ,25.5551 ,23.1712 ,23.5050 ,20575.0000 ,535692.0000 ,22.3798 ,21.6646 ,21.0949 ,77.8221 ,77.3233 ,5.0278 ,8.4950 ,11.4253 ,72.3570 ,-34.9590 ,2.5746 ,0.9267 ,0.7531 ,0.1736 ,110.3120 ,121.2274 ,58.6475 ,10.2459 ,1.0246 ,0.0120 ,162.5392 ,1.4754 ,101356.2000 ,1874.5600 ,-1.0400 ,0.0000 ,-0.1700 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/6/12,23.1235 ,23.6480 ,22.6468 ,23.0282 ,4037.0000 ,98021.0000 ,22.7803 ,21.8649 ,21.2784 ,64.7387 ,75.1048 ,1.0883 ,5.3206 ,8.2233 ,67.0109 ,-50.9610 ,2.2409 ,0.9551 ,0.7935 ,0.1616 ,113.0625 ,123.1153 ,49.3718 ,4.2596 ,-2.0284 ,0.0120 ,159.2423 ,1.4455 ,92990.4900 ,1456.7700 ,-4.6100 ,0.0000 ,0.1000 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/6/15,23.1235 ,24.8876 ,23.1235 ,24.3155 ,6538.0000 ,165653.0000 ,23.4001 ,22.1748 ,21.4954 ,58.2261 ,66.9289 ,3.9119 ,9.6539 ,13.1198 ,72.8446 ,-24.9995 ,3.2898 ,1.0691 ,0.8486 ,0.2205 ,139.2153 ,108.5493 ,56.4937 ,7.6605 ,5.5901 ,0.0120 ,168.1440 ,1.5263 ,96445.7800 ,2584.0500 ,1.2200 ,0.0000 ,0.0000 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/6/16,24.7922 ,25.2690 ,24.0294 ,24.3632 ,4819.0000 ,123742.0000 ,23.6957 ,22.5324 ,21.7218 ,60.1629 ,61.0426 ,2.8170 ,8.1254 ,12.1600 ,73.0349 ,-24.0375 ,3.1468 ,1.1501 ,0.9089 ,0.2411 ,135.6819 ,115.4507 ,58.4312 ,5.0980 ,0.1961 ,0.0120 ,168.4737 ,1.5293 ,91035.3900 ,2284.8700 ,-6.2100 ,0.0000 ,0.1000 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/6/17,24.9830 ,26.7947 ,24.6492 ,26.7947 ,26620.0000 ,728646.0000 ,24.4013 ,23.1188 ,22.0770 ,78.0079 ,65.4656 ,9.8084 ,15.9001 ,21.3692 ,80.5259 ,0.0000 ,3.9095 ,1.3943 ,1.0060 ,0.3883 ,149.9985 ,95.2556 ,65.1226 ,8.8063 ,9.9804 ,0.0130 ,185.2881 ,1.6819 ,134037.2600 ,5145.8000 ,2.7500 ,0.0000 ,0.0000 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/6/18,26.7947 ,29.4646 ,26.7947 ,29.4646 ,19708.0000 ,596324.0000 ,25.5932 ,23.9865 ,22.5514 ,87.7456 ,75.3055 ,15.1265 ,22.8382 ,30.6553 ,85.3413 ,0.0000 ,6.1980 ,1.7828 ,1.1614 ,0.6215 ,172.4270 ,80.4959 ,73.2405 ,9.9644 ,9.9644 ,0.0150 ,203.7510 ,1.8495 ,168286.6500 ,23932.8900 ,-11.1500 ,0.0000 ,-0.1200 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/6/19,31.8008 ,32.2299 ,28.1773 ,29.6553 ,28165.0000 ,891373.0000 ,26.9187 ,24.8495 ,23.0496 ,90.5759 ,85.4431 ,10.1663 ,19.3398 ,28.6585 ,85.6150 ,-22.1313 ,6.1503 ,2.0821 ,1.3455 ,0.7366 ,132.8552 ,84.7030 ,78.7558 ,13.7540 ,0.6472 ,0.0150 ,205.0697 ,1.8615 ,191499.6300 ,20950.7100 ,-3.0800 ,0.0000 ,0.0000 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/6/22,30.8473 ,32.6113 ,30.7996 ,32.6113 ,27969.0000 ,942723.0000 ,28.5778 ,25.9890 ,23.5979 ,90.5759 ,89.6324 ,14.1140 ,25.4814 ,38.1957 ,89.0323 ,0.0000 ,9.5831 ,2.5286 ,1.5821 ,0.9465 ,149.0808 ,75.2579 ,79.3868 ,6.1093 ,9.9678 ,0.0160 ,225.5108 ,2.0470 ,273858.0000 ,38390.6800 ,16.6200 ,0.0000 ,0.0300 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/6/23,33.8510 ,35.6627 ,32.8021 ,33.1835 ,31275.0000 ,1116771.0000 ,30.3419 ,27.0188 ,24.1224 ,83.0723 ,88.0747 ,9.3653 ,22.8164 ,37.5632 ,89.5498 ,-16.4555 ,8.8680 ,2.8953 ,1.8448 ,1.0505 ,146.2557 ,88.0517 ,83.5873 ,8.7719 ,1.7544 ,0.0170 ,229.4671 ,2.0829 ,193035.2900 ,44348.8400 ,-26.3100 ,0.0000 ,0.7700 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/6/24,33.1835 ,33.9463 ,30.9903 ,31.3717 ,12221.0000 ,407582.0000 ,31.2573 ,27.8293 ,24.6158 ,76.3673 ,83.3385 ,0.3661 ,12.7290 ,27.4452 ,77.1381 ,-28.7543 ,7.0085 ,3.0051 ,2.0768 ,0.9282 ,134.4479 ,97.1792 ,62.4232 ,8.9080 ,-5.4598 ,0.0160 ,216.9387 ,1.9692 ,175323.0500 ,33483.8000 ,2.3700 ,0.0000 ,0.3300 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/6/29,32.0869 ,33.7079 ,31.6578 ,32.2776 ,11721.0000 ,402747.0000 ,31.8199 ,28.7066 ,25.1856 ,61.2931 ,73.5776 ,1.4385 ,12.4398 ,28.1590 ,78.7258 ,-22.8296 ,5.4829 ,3.1291 ,2.2873 ,0.8418 ,144.3730 ,100.4990 ,62.4232 ,6.5350 ,2.8875 ,0.0160 ,223.2029 ,2.0261 ,195101.1900 ,34773.2300 ,-18.3800 ,0.0000 ,-0.0300 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/6/30,32.3253 ,32.4206 ,31.0857 ,31.9439 ,4931.0000 ,163568.0000 ,32.2776 ,29.5981 ,25.7315 ,43.3067 ,60.3224 ,-1.0338 ,7.9254 ,24.1432 ,76.6151 ,-25.9134 ,2.4793 ,3.1640 ,2.4626 ,0.7014 ,133.9965 ,100.7346 ,58.5197 ,4.1359 ,-1.0340 ,0.0160 ,220.8951 ,2.0051 ,185192.8000 ,33231.2300 ,9.0500 ,0.0000 ,0.0000 ,50.1900 ,-0.63,-1.24,-5.2800 ,0.7900 ,0.3500 ,81.1300 ,0.6000 ,0.6000 ,167.7400 ,111.3100 ,0.0900 ,0.5700 
1734.TW,2020/7/1,32.7067 ,33.6602 ,32.1346 ,32.6590 ,8859.0000 ,305984.0000 ,32.2871 ,30.4325 ,26.3036 ,38.0072 ,47.5357 ,1.1517 ,7.3163 ,24.1616 ,77.9777 ,-22.5001 ,3.0037 ,3.2123 ,2.6126 ,0.5997 ,137.0020 ,100.7175 ,62.1580 ,4.7761 ,2.2388 ,0.0160 ,225.8405 ,2.0500 ,218236.1400 ,33845.7700 ,5.9900 ,0.0000 ,0.0000 ,49.2400 ,-0.58,-1.15,-7.2300 ,0.1700 ,0.3500 ,81.1300 ,0.5300 ,0.5300 ,187.7300 ,123.2200 ,0.1000 ,0.6100 
1734.TW,2020/7/2,33.7079 ,35.9011 ,33.1835 ,35.9011 ,14110.0000 ,520664.0000 ,32.8307 ,31.5863 ,27.0593 ,53.0814 ,44.7984 ,9.3524 ,13.6605 ,32.6756 ,82.8554 ,0.0000 ,3.2898 ,3.4722 ,2.7845 ,0.6877 ,136.8395 ,97.0042 ,67.6773 ,8.3212 ,9.9270 ,0.0180 ,248.2597 ,2.2535 ,311385.6000 ,54831.0200 ,-0.7200 ,0.0000 ,0.0000 ,49.2400 ,-0.58,-1.15,-7.2300 ,0.1700 ,0.3500 ,81.1300 ,0.5300 ,0.5300 ,187.7300 ,123.2200 ,0.1000 ,0.6100 
1734.TW,2020/7/3,36.9023 ,39.4769 ,36.9023 ,39.4769 ,26297.0000 ,1071450.0000 ,34.4517 ,32.8545 ,27.9866 ,78.5713 ,56.5533 ,14.5862 ,20.1568 ,41.0563 ,86.4263 ,0.0000 ,6.2934 ,3.9215 ,3.0119 ,0.9096 ,164.0690 ,82.2308 ,74.1550 ,7.1713 ,9.9602 ,0.0190 ,272.9868 ,2.4780 ,313397.4600 ,70771.1100 ,4.1000 ,0.0000 ,0.0000 ,49.2400 ,-0.58,-1.15,-7.2300 ,0.1700 ,0.3500 ,81.1300 ,0.5300 ,0.5300 ,187.7300 ,123.2200 ,0.1000 ,0.6100 
1734.TW,2020/7/6,43.3864 ,43.3864 ,43.3864 ,43.3864 ,4128.0000 ,187826.0000 ,36.6735 ,34.2467 ,29.1166 ,100.0000 ,77.2176 ,18.3046 ,26.6879 ,49.0092 ,89.0995 ,0.0000 ,12.0147 ,4.5407 ,3.3176 ,1.2230 ,172.7532 ,79.5355 ,79.0892 ,0.0000 ,9.9034 ,0.0210 ,300.0217 ,2.7234 ,329374.5000 ,88452.0000 ,-5.6400 ,0.0000 ,0.0000 ,49.2400 ,-0.58,-1.15,-7.2300 ,0.1700 ,0.3500 ,81.1300 ,0.5300 ,0.5300 ,187.7300 ,123.2200 ,0.1000 ,0.6100 
1734.TW,2020/7/7,47.6774 ,47.6774 ,47.6774 ,47.6774 ,2104.0000 ,105222.0000 ,39.8202 ,36.0489 ,30.4492 ,100.0000 ,92.8571 ,19.7318 ,32.2576 ,56.5803 ,91.1578 ,0.0000 ,15.3998 ,5.3163 ,3.7174 ,1.5990 ,179.1913 ,75.8982 ,82.9392 ,0.0000 ,9.8901 ,0.0230 ,329.6941 ,2.9927 ,369700.0000 ,100050.0000 ,-12.1500 ,0.0000 ,0.0000 ,49.2400 ,-0.58,-1.15,-7.2300 ,0.1700 ,0.3500 ,81.1300 ,0.5300 ,0.5300 ,187.7300 ,123.2200 ,0.1000 ,0.6100 
1734.TW,2020/7/8,52.4451 ,52.4451 ,52.4451 ,52.4451 ,1149.0000 ,63227.0000 ,43.7774 ,38.0323 ,32.0106 ,100.0000 ,100.0000 ,19.7995 ,37.8964 ,63.8366 ,92.7875 ,0.0000 ,20.5012 ,6.2438 ,4.2227 ,2.0211 ,176.1712 ,75.1058 ,86.0192 ,0.0000 ,10.0000 ,0.0250 ,362.6635 ,3.2920 ,413545.0000 ,110935.0000 ,-7.5900 ,0.0000 ,0.0000 ,49.2400 ,-0.58,-1.15,-7.2300 ,0.1700 ,0.3500 ,81.1300 ,0.5300 ,0.5300 ,187.7300 ,123.2200 ,0.1000 ,0.6100 
1734.TW,2020/7/9,57.6897 ,57.6897 ,57.6897 ,57.6897 ,1291.0000 ,78162.0000 ,48.1351 ,40.4829 ,33.7508 ,100.0000 ,100.0000 ,19.8495 ,42.5039 ,70.9282 ,94.0800 ,0.0000 ,25.0307 ,7.3177 ,4.8417 ,2.4760 ,180.3408 ,75.5929 ,88.4825 ,0.0000 ,10.0000 ,0.0270 ,398.9299 ,3.6212 ,462099.0000 ,121605.0000 ,0.0000 ,0.0000 ,0.0000 ,49.2400 ,-0.58,-1.15,-7.2300 ,0.1700 ,0.3500 ,81.1300 ,0.5300 ,0.5300 ,187.7300 ,123.2200 ,0.1000 ,0.6100 
1734.TW,2020/7/10,63.4109 ,63.4109 ,58.1664 ,63.4109 ,34467.0000 ,2260823.0000 ,52.9219 ,43.6868 ,35.7581 ,100.0000 ,100.0000 ,19.8198 ,45.1489 ,77.3332 ,95.1096 ,0.0000 ,27.5098 ,8.5320 ,5.5797 ,2.9523 ,134.6225 ,59.5772 ,90.4576 ,9.0909 ,9.9174 ,0.0310 ,438.4932 ,3.9803 ,392570.5100 ,110457.6000 ,-1.3300 ,0.0000 ,13.9000 ,49.2400 ,-0.58,-1.15,-7.2300 ,0.1700 ,0.3500 ,81.1300 ,0.5300 ,0.5300 ,187.7300 ,123.2200 ,0.1000 ,0.6100 
1734.TW,2020/7/13,65.3180 ,65.3180 ,57.2129 ,57.2129 ,19211.0000 ,1214997.0000 ,55.6872 ,46.1803 ,37.4434 ,84.6848 ,94.8949 ,2.7398 ,23.8902 ,52.7982 ,79.0668 ,-23.4805 ,17.7360 ,8.8918 ,6.2421 ,2.6496 ,92.6376 ,89.2406 ,58.7054 ,12.7820 ,-9.7744 ,0.0270 ,395.6330 ,3.5913 ,346898.2800 ,147170.8800 ,-25.0800 ,0.0000 ,-1.5600 ,49.2400 ,-0.58,-1.15,-7.2300 ,0.1700 ,0.3500 ,81.1300 ,0.5300 ,0.5300 ,187.7300 ,123.2200 ,0.1000 ,0.6100 
1734.TW,2020/7/14,51.5869 ,51.5869 ,51.4916 ,51.4916 ,1977.0000 ,106883.0000 ,56.4500 ,48.1351 ,38.8666 ,51.3514 ,78.6787 ,-8.7838 ,6.9731 ,32.4829 ,67.7126 ,-40.2777 ,8.1052 ,8.6159 ,6.7169 ,1.8990 ,92.9209 ,88.8084 ,36.1424 ,0.1667 ,-10.0000 ,0.0250 ,356.0697 ,3.2321 ,295739.5800 ,99966.7800 ,0.5900 ,0.0000 ,1.5700 ,49.2400 ,-0.58,-1.15,-7.2300 ,0.1700 ,0.3500 ,81.1300 ,0.5300 ,0.5300 ,187.7300 ,123.2200 ,0.1000 ,0.6100 
1734.TW,2020/7/15,46.3424 ,51.4916 ,46.3424 ,47.0099 ,10858.0000 ,547723.0000 ,55.3630 ,49.5702 ,40.0013 ,19.1907 ,51.7423 ,-15.0879 ,-5.1650 ,17.5208 ,60.3961 ,-53.3333 ,-0.6675 ,7.9441 ,6.9623 ,0.9817 ,112.4078 ,103.8510 ,21.5630 ,10.0000 ,-8.7037 ,0.0220 ,325.0784 ,2.9508 ,283134.8800 ,46356.8400 ,28.6400 ,0.0000 ,5.1800 ,49.2400 ,-0.58,-1.15,-7.2300 ,0.1700 ,0.3500 ,81.1300 ,0.5300 ,0.5300 ,187.7300 ,123.2200 ,0.1000 ,0.6100 
