Instrument,Date,Price Open,Price High,Price Low,Price Close,Volume(1000shares),turnover(1000),sma5,sma10,sma20,k,d,bias5,bias10,bias20,rsi,w%r,mtm,macd,macd_signal,macdhist,ar,br,dmi,MV%,ROI%,Market Capital,P/E,P/B,Long PSTN VAL,Short PSTN VAL,Qfii Net S/B M.Cap,Fund Net S/B M.Cap,Dealer Net S/B M.Cap,Liabilities Ratio,ROA-Comprehensive Income,ROE-Comprehensive Income,Net Income Ratio,Return on Total Assets Growth Rate - YOY,Recurring EPS,P/E Ratio at Quarter-End,Cash Dividend Yield,Dividend Yield,Current Ratio,Acid-Test Ratio,Equity Turnover,Inventory Turnover
1734.TW,2015/1/6,36.1711 ,36.2145 ,35.7374 ,35.8242 ,400.0000 ,16599.0000 ,36.1364 ,36.2275 ,36.4357 ,40.0369 ,37.4229 ,-0.8641 ,-1.1132 ,-1.6782 ,42.0424 ,-78.5655 ,-0.6071 ,-0.1332 ,-0.0994 ,-0.0338 ,121.9585 ,139.4697 ,31.0342 ,1.3174 ,-1.0778 ,0.0250 ,45.6000 ,2.2200 ,555742.0200 ,5303.0400 ,4.3800 ,0.0000 ,0.0000 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/1/7,35.6940 ,35.9109 ,35.6940 ,35.8242 ,308.0000 ,12745.0000 ,36.0497 ,36.1885 ,36.3750 ,23.3738 ,34.1010 ,-0.6255 ,-1.0066 ,-1.5141 ,42.0424 ,-74.9928 ,-0.4770 ,-0.1556 ,-0.1106 ,-0.0450 ,108.0817 ,176.8502 ,31.0342 ,0.6053 ,0.0000 ,0.0250 ,45.6000 ,2.2200 ,553409.8700 ,5450.2800 ,2.9300 ,0.0000 ,0.0000 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/1/8,36.0844 ,36.0844 ,35.7374 ,35.8675 ,450.0000 ,18617.0000 ,36.0150 ,36.1451 ,36.3034 ,16.8912 ,26.7673 ,-0.4096 ,-0.7680 ,-1.2007 ,42.8167 ,-70.8329 ,-0.3904 ,-0.1680 ,-0.1221 ,-0.0459 ,88.8249 ,245.4386 ,23.0357 ,0.9685 ,0.1211 ,0.0250 ,45.6600 ,2.2200 ,553367.3700 ,5538.2200 ,3.0200 ,0.0000 ,0.0000 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/1/9,35.9976 ,36.2579 ,35.9976 ,36.0844 ,282.0000 ,11738.0000 ,35.9630 ,36.1191 ,36.2470 ,29.6358 ,23.3003 ,0.3377 ,-0.0960 ,-0.4486 ,46.6609 ,-45.4517 ,0.0434 ,-0.1585 ,-0.1294 ,-0.0291 ,94.1622 ,255.9383 ,15.4465 ,0.7255 ,0.6046 ,0.0250 ,45.9300 ,2.2400 ,554211.9200 ,4869.5400 ,2.8300 ,0.0000 ,0.0000 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/1/12,36.0844 ,36.6048 ,35.9976 ,36.3446 ,769.0000 ,32221.0000 ,35.9890 ,36.1104 ,36.2015 ,47.8873 ,31.4714 ,0.9881 ,0.6485 ,0.3953 ,50.9233 ,-28.5683 ,0.0000 ,-0.1285 ,-0.1292 ,0.0007 ,112.9553 ,225.2629 ,1.9111 ,1.6827 ,0.7212 ,0.0250 ,46.2600 ,2.2500 ,564006.9600 ,4859.2400 ,0.1300 ,0.0000 ,0.0000 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/1/13,36.3880 ,36.6048 ,35.9543 ,36.3012 ,441.0000 ,18409.0000 ,36.0844 ,36.1104 ,36.1776 ,62.7016 ,46.7415 ,0.6009 ,0.5284 ,0.3416 ,50.2027 ,-33.3333 ,0.0867 ,-0.1069 ,-0.1247 ,0.0178 ,104.7346 ,222.3356 ,3.4365 ,1.7900 ,-0.1193 ,0.0250 ,46.2100 ,2.2500 ,560493.6400 ,4790.9000 ,-2.5100 ,0.0000 ,0.0400 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/1/14,36.3012 ,36.4747 ,35.9543 ,35.9543 ,306.0000 ,12775.0000 ,36.1104 ,36.0801 ,36.1494 ,54.3680 ,54.9856 ,-0.4323 ,-0.3485 ,-0.5398 ,44.7515 ,-71.4207 ,0.1301 ,-0.1165 ,-0.1231 ,0.0066 ,97.9778 ,236.7768 ,14.8365 ,1.4337 ,-0.9558 ,0.0250 ,45.7700 ,2.2300 ,559030.2000 ,4712.1000 ,0.1700 ,0.0000 ,0.0400 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/1/15,35.8242 ,35.9543 ,35.7374 ,35.7808 ,335.0000 ,13869.0000 ,36.0931 ,36.0540 ,36.1364 ,32.2253 ,49.7650 ,-0.8652 ,-0.7578 ,-0.9841 ,42.2789 ,-90.4699 ,-0.0434 ,-0.1365 ,-0.1258 ,-0.0108 ,101.4312 ,220.4470 ,19.9281 ,0.6031 ,-0.4825 ,0.0250 ,45.5500 ,2.2200 ,555020.5700 ,4670.2900 ,1.0300 ,0.0000 ,-0.0400 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/1/16,35.9543 ,35.9543 ,35.1736 ,35.1736 ,658.0000 ,26792.0000 ,35.9109 ,35.9369 ,36.0844 ,10.0031 ,32.1988 ,-2.0531 ,-2.1241 ,-2.5240 ,34.9920 ,-100.0000 ,-0.6939 ,-0.1991 ,-0.1405 ,-0.0587 ,82.0524 ,222.7212 ,34.6528 ,2.1818 ,-1.6970 ,0.0250 ,44.7700 ,2.1800 ,544688.1000 ,6674.8000 ,-2.9200 ,0.0000 ,-0.0800 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/1/19,35.3905 ,35.4338 ,34.8700 ,35.1736 ,468.0000 ,18919.0000 ,35.6767 ,35.8328 ,36.0562 ,7.5013 ,16.5766 ,-1.4102 ,-1.8398 ,-2.4478 ,34.9920 ,-82.4994 ,-0.9108 ,-0.2459 ,-0.1615 ,-0.0843 ,73.4940 ,216.4766 ,34.6528 ,1.6030 ,0.0000 ,0.0250 ,44.7700 ,2.1800 ,541170.7200 ,6748.4700 ,1.5800 ,0.0000 ,0.0000 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/1/20,35.1736 ,35.3471 ,34.9134 ,35.2603 ,254.0000 ,10329.0000 ,35.4685 ,35.7765 ,36.0020 ,13.9410 ,10.4818 ,-0.5871 ,-1.4427 ,-2.0601 ,36.7959 ,-77.5017 ,-1.0843 ,-0.2728 ,-0.1838 ,-0.0890 ,62.7907 ,185.7139 ,34.6528 ,1.2330 ,0.2466 ,0.0250 ,44.8800 ,2.1900 ,544116.9600 ,6785.2100 ,3.0500 ,0.0000 ,0.0400 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/1/21,35.2603 ,35.4338 ,35.2170 ,35.2603 ,256.0000 ,10425.0000 ,35.3297 ,35.7201 ,35.9543 ,25.9395 ,15.7939 ,-0.1965 ,-1.2871 ,-1.9301 ,36.7959 ,-77.5017 ,-1.0409 ,-0.2908 ,-0.2052 ,-0.0856 ,69.1361 ,191.4909 ,30.3771 ,0.6150 ,0.0000 ,0.0240 ,44.8800 ,2.1900 ,543030.6900 ,6676.4400 ,1.1800 ,0.0000 ,0.0000 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/1/22,35.3471 ,35.5206 ,35.3037 ,35.4772 ,293.0000 ,11968.0000 ,35.2690 ,35.6810 ,35.9131 ,38.7724 ,26.2176 ,0.5903 ,-0.5713 ,-1.2137 ,41.5055 ,-64.9988 ,-0.4771 ,-0.2842 ,-0.2210 ,-0.0632 ,64.7805 ,167.3482 ,26.0613 ,0.6150 ,0.6150 ,0.0240 ,45.1600 ,2.2000 ,543586.4100 ,5585.4900 ,1.5500 ,0.0000 ,0.0000 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/1/23,35.4772 ,35.7374 ,35.3471 ,35.4772 ,328.0000 ,13448.0000 ,35.3297 ,35.6203 ,35.8697 ,53.9990 ,39.5703 ,0.4174 ,-0.4018 ,-1.0942 ,41.5055 ,-64.9988 ,-0.3036 ,-0.2759 ,-0.2320 ,-0.0439 ,70.9463 ,153.0021 ,15.7546 ,1.1002 ,0.0000 ,0.0240 ,45.1600 ,2.2000 ,546486.6000 ,4337.5200 ,-1.4700 ,0.0000 ,0.0000 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/1/26,35.3905 ,35.4772 ,35.1736 ,35.1736 ,173.0000 ,7054.0000 ,35.3297 ,35.5032 ,35.8068 ,52.5264 ,48.4326 ,-0.4419 ,-0.9284 ,-1.7684 ,37.0267 ,-82.4994 ,0.0000 ,-0.2904 ,-0.2437 ,-0.0467 ,70.0693 ,163.1635 ,25.0019 ,0.8557 ,-0.8557 ,0.0240 ,44.7700 ,2.1800 ,542153.5600 ,4109.6900 ,1.0100 ,0.0000 ,0.0000 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/1/27,35.1736 ,35.7374 ,35.1736 ,35.5206 ,368.0000 ,15107.0000 ,35.3818 ,35.4252 ,35.7678 ,54.3755 ,53.6337 ,0.3923 ,0.2694 ,-0.6911 ,44.4102 ,-62.4971 ,0.3470 ,-0.2708 ,-0.2491 ,-0.0217 ,86.8217 ,138.6152 ,13.5027 ,1.6030 ,0.9864 ,0.0240 ,45.2200 ,2.2000 ,547840.0000 ,2990.0800 ,1.5600 ,0.0000 ,-0.0400 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/1/28,35.5206 ,35.5206 ,35.2170 ,35.3037 ,272.0000 ,11091.0000 ,35.3905 ,35.3601 ,35.7201 ,38.7333 ,48.5451 ,-0.2452 ,-0.1595 ,-1.1656 ,41.1615 ,-75.0000 ,0.0434 ,-0.2696 ,-0.2532 ,-0.0165 ,69.1170 ,170.5946 ,20.1010 ,0.8547 ,-0.6105 ,0.0240 ,44.9400 ,2.1900 ,542845.2900 ,3011.0600 ,3.0100 ,0.0000 ,0.0000 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/1/29,35.5639 ,35.6073 ,35.1302 ,35.3905 ,251.0000 ,10234.0000 ,35.3731 ,35.3211 ,35.6875 ,42.4970 ,45.2020 ,0.0491 ,0.1966 ,-0.8323 ,42.9597 ,-69.9965 ,0.1302 ,-0.2588 ,-0.2543 ,-0.0044 ,68.3442 ,162.9223 ,16.2825 ,1.3514 ,0.2457 ,0.0240 ,45.0500 ,2.1900 ,541350.7000 ,3133.9000 ,3.2200 ,0.0000 ,0.0400 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/1/30,35.5639 ,35.6507 ,35.3905 ,35.5639 ,402.0000 ,16465.0000 ,35.3905 ,35.3601 ,35.6485 ,45.7902 ,42.3402 ,0.4901 ,0.5764 ,-0.2373 ,46.4788 ,-60.0012 ,0.0867 ,-0.2334 ,-0.2501 ,0.0167 ,63.6375 ,154.3495 ,14.3231 ,0.7353 ,0.4902 ,0.0240 ,45.2700 ,2.2100 ,544440.3200 ,3153.9200 ,8.8200 ,0.0000 ,0.0000 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/2/2,35.5639 ,35.6507 ,35.2603 ,35.2603 ,138.0000 ,5648.0000 ,35.4078 ,35.3688 ,35.6008 ,45.2404 ,44.5092 ,-0.4166 ,-0.3067 ,-0.9564 ,41.6354 ,-75.6777 ,-0.2169 ,-0.2352 ,-0.2471 ,0.0120 ,65.4954 ,167.0492 ,23.9741 ,1.0976 ,-0.8537 ,0.0240 ,44.8800 ,2.1900 ,541242.5100 ,3059.2500 ,0.4900 ,0.0000 ,0.0000 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/2/3,35.1736 ,35.3471 ,35.1736 ,35.2170 ,157.0000 ,6398.0000 ,35.3471 ,35.3644 ,35.5704 ,36.5096 ,42.5134 ,-0.3680 ,-0.4169 ,-0.9936 ,40.9795 ,-67.9978 ,0.0434 ,-0.2373 ,-0.2452 ,0.0079 ,66.4306 ,174.1144 ,25.2671 ,0.4920 ,-0.1230 ,0.0240 ,44.8300 ,2.1800 ,537828.2000 ,3045.0000 ,0.4500 ,0.0000 ,0.0000 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/2/4,35.4772 ,35.4772 ,35.1736 ,35.1736 ,207.0000 ,8445.0000 ,35.3211 ,35.3558 ,35.5379 ,15.4802 ,32.4101 ,-0.4175 ,-0.5152 ,-1.0251 ,40.2944 ,-72.0004 ,-0.3470 ,-0.2397 ,-0.2441 ,0.0044 ,65.9592 ,178.5634 ,18.7331 ,0.8621 ,-0.1232 ,0.0240 ,44.7700 ,2.1800 ,539252.1600 ,3048.0000 ,-0.8900 ,0.0000 ,0.0000 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/2/5,35.3471 ,35.3471 ,34.9567 ,34.9567 ,281.0000 ,11375.0000 ,35.2343 ,35.3037 ,35.4924 ,8.3381 ,20.1093 ,-0.7879 ,-0.9829 ,-1.5093 ,36.9677 ,-90.0046 ,-0.3470 ,-0.2562 ,-0.2465 ,-0.0097 ,63.8892 ,187.8026 ,25.6920 ,1.1097 ,-0.6165 ,0.0240 ,44.5000 ,2.1700 ,535032.1500 ,1860.7000 ,-0.3200 ,0.0000 ,0.0000 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/2/6,35.0001 ,35.3905 ,34.9567 ,35.3037 ,334.0000 ,13555.0000 ,35.1823 ,35.2864 ,35.4533 ,19.4460 ,14.4215 ,0.3452 ,0.0491 ,-0.4221 ,44.8169 ,-52.6335 ,-0.0868 ,-0.2385 ,-0.2449 ,0.0064 ,71.5344 ,164.0450 ,23.4148 ,1.2407 ,0.9926 ,0.0240 ,44.9400 ,2.1900 ,535633.8800 ,1985.4800 ,-1.7900 ,0.0000 ,-0.0400 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/2/9,35.3905 ,35.3905 ,34.7833 ,35.1302 ,299.0000 ,12108.0000 ,35.1562 ,35.2820 ,35.3926 ,33.3309 ,20.3717 ,-0.0741 ,-0.4303 ,-0.7414 ,42.0006 ,-63.6411 ,-0.4337 ,-0.2357 ,-0.2431 ,0.0073 ,60.6683 ,170.7927 ,28.9562 ,1.7199 ,-0.4914 ,0.0240 ,44.7200 ,2.1800 ,534098.9700 ,1939.6800 ,0.6500 ,0.0000 ,0.0400 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/2/10,34.8700 ,35.0869 ,34.7833 ,34.8700 ,227.0000 ,9174.0000 ,35.0868 ,35.2170 ,35.3211 ,37.4958 ,30.0909 ,-0.6180 ,-0.9852 ,-1.2770 ,38.1307 ,-90.9129 ,-0.3903 ,-0.2517 ,-0.2448 ,-0.0069 ,63.2678 ,169.6710 ,36.3898 ,0.8642 ,-0.7407 ,0.0240 ,44.3900 ,2.1600 ,531179.2500 ,1811.2500 ,-0.0800 ,0.0000 ,0.1600 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/2/11,34.6965 ,34.8266 ,34.3929 ,34.5664 ,788.0000 ,31387.0000 ,34.9654 ,35.1432 ,35.2517 ,26.6264 ,32.4844 ,-1.1411 ,-1.6414 ,-1.9439 ,34.1741 ,-87.0956 ,-0.6506 ,-0.2855 ,-0.2529 ,-0.0326 ,65.9739 ,162.6473 ,43.7812 ,1.2438 ,-0.8706 ,0.0230 ,44.0000 ,2.1400 ,518496.2200 ,2508.6600 ,1.9500 ,0.0000 ,0.0000 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/2/12,34.5664 ,34.6098 ,34.3929 ,34.6098 ,271.0000 ,10793.0000 ,34.8960 ,35.0652 ,35.1931 ,17.2095 ,27.1106 ,-0.8202 ,-1.2986 ,-1.6575 ,35.2091 ,-83.8676 ,-0.5638 ,-0.3053 ,-0.2634 ,-0.0419 ,61.4878 ,157.0015 ,43.7812 ,0.6274 ,0.1255 ,0.0230 ,44.0600 ,2.1500 ,516702.4200 ,2426.5800 ,0.2400 ,0.0000 ,0.0000 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/2/13,34.6965 ,34.8266 ,34.6531 ,34.7399 ,296.0000 ,11874.0000 ,34.7833 ,34.9828 ,35.1714 ,24.6391 ,22.8250 ,-0.1247 ,-0.6942 ,-1.2269 ,38.3389 ,-74.1911 ,-0.2168 ,-0.3069 ,-0.2721 ,-0.0348 ,66.6678 ,155.4422 ,31.1592 ,0.5013 ,0.3759 ,0.0230 ,44.2200 ,2.1500 ,519417.9600 ,2003.0000 ,1.0400 ,0.0000 ,-0.0400 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/2/24,34.7833 ,35.0435 ,34.7399 ,34.7833 ,424.0000 ,17057.0000 ,34.7139 ,34.9351 ,35.1519 ,37.5931 ,26.4806 ,0.2000 ,-0.4344 ,-1.0486 ,39.3908 ,-68.9617 ,-0.5204 ,-0.3012 ,-0.2779 ,-0.0233 ,66.1963 ,159.3483 ,19.8258 ,0.8739 ,0.1248 ,0.0230 ,44.2800 ,2.1600 ,518032.3200 ,1727.3100 ,3.2900 ,0.0000 ,0.0000 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/2/25,35.2603 ,35.2603 ,34.8266 ,35.0869 ,404.0000 ,16329.0000 ,34.7573 ,34.9221 ,35.1432 ,57.0154 ,39.7492 ,0.9484 ,0.4721 ,-0.1603 ,46.2926 ,-44.8243 ,-0.0433 ,-0.2691 ,-0.2762 ,0.0070 ,54.6674 ,160.6788 ,9.6288 ,1.2469 ,0.8728 ,0.0230 ,44.6600 ,2.1800 ,520861.9500 ,1532.5400 ,1.9000 ,0.0000 ,0.0000 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/2/26,35.0869 ,35.5639 ,34.9567 ,35.5639 ,647.0000 ,26427.0000 ,34.9568 ,34.9611 ,35.1584 ,78.7543 ,57.7876 ,1.7368 ,1.7243 ,1.1533 ,54.9689 ,-6.9009 ,0.6939 ,-0.2029 ,-0.2615 ,0.0586 ,61.5378 ,143.1595 ,2.8403 ,1.7305 ,1.3597 ,0.0240 ,45.2700 ,2.2100 ,530088.5200 ,1551.1600 ,1.8000 ,0.0000 ,0.0000 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/3/2,35.7374 ,35.8242 ,35.2603 ,35.3905 ,337.0000 ,13790.0000 ,35.1129 ,35.0045 ,35.1541 ,80.9919 ,72.2539 ,0.7906 ,1.1028 ,0.6725 ,51.6992 ,-30.3011 ,0.8241 ,-0.1625 ,-0.2417 ,0.0792 ,58.9034 ,136.7345 ,12.0742 ,1.5854 ,-0.4878 ,0.0240 ,45.0500 ,2.1900 ,530199.3600 ,1552.6800 ,2.3300 ,0.0000 ,0.0000 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/3/3,35.3905 ,35.4772 ,35.2170 ,35.2603 ,245.0000 ,9988.0000 ,35.2170 ,35.0001 ,35.1432 ,70.3202 ,76.6888 ,0.1230 ,0.7434 ,0.3331 ,49.3267 ,-39.3978 ,0.6505 ,-0.1394 ,-0.2212 ,0.0819 ,57.4317 ,137.7588 ,6.6161 ,0.7353 ,-0.3676 ,0.0240 ,44.8800 ,2.1900 ,528879.0500 ,1547.7400 ,0.7300 ,0.0000 ,0.0000 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/3/4,35.4772 ,35.4772 ,35.1302 ,35.1302 ,212.0000 ,8647.0000 ,35.2864 ,35.0001 ,35.1411 ,47.1312 ,66.1478 ,-0.4426 ,0.3717 ,-0.0309 ,47.0054 ,-48.4874 ,0.3903 ,-0.1300 ,-0.2030 ,0.0729 ,61.5932 ,127.5551 ,1.3069 ,0.9840 ,-0.3690 ,0.0230 ,44.7200 ,2.1800 ,526613.1200 ,1910.0800 ,0.1600 ,0.0000 ,0.0000 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/3/5,35.1302 ,35.3905 ,35.1302 ,35.1302 ,236.0000 ,9572.0000 ,35.2950 ,35.0261 ,35.1216 ,32.8090 ,50.0868 ,-0.4670 ,0.2971 ,0.0246 ,47.0054 ,-48.4874 ,0.3469 ,-0.1213 ,-0.1867 ,0.0654 ,71.4304 ,137.3695 ,1.3069 ,0.7407 ,0.0000 ,0.0230 ,44.7200 ,2.1800 ,525155.1600 ,1743.2200 ,-0.1600 ,0.0000 ,0.0000 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/3/6,35.4772 ,35.4772 ,35.0435 ,35.0869 ,302.0000 ,12262.0000 ,35.1996 ,35.0782 ,35.1107 ,18.6641 ,32.8681 ,-0.3202 ,0.0248 ,-0.0678 ,46.1668 ,-51.5126 ,0.0000 ,-0.1165 ,-0.1726 ,0.0562 ,66.1553 ,157.1432 ,4.9646 ,1.2346 ,-0.1235 ,0.0230 ,44.6600 ,2.1800 ,521013.1500 ,1742.7900 ,0.8900 ,0.0000 ,0.0000 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/3/9,35.0435 ,35.0435 ,34.7399 ,34.7399 ,310.0000 ,12442.0000 ,35.0695 ,35.0912 ,35.0782 ,8.5197 ,19.9976 ,-0.9398 ,-1.0011 ,-0.9644 ,40.0070 ,-75.7563 ,-0.8240 ,-0.1390 ,-0.1659 ,0.0269 ,60.2946 ,162.6472 ,9.4929 ,0.8653 ,-0.9889 ,0.0230 ,44.2200 ,2.1500 ,517115.1800 ,1484.8100 ,0.0800 ,0.0000 ,0.0000 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/3/10,34.7399 ,34.8700 ,34.5664 ,34.5664 ,366.0000 ,14637.0000 ,34.9307 ,35.0739 ,35.0283 ,1.8530 ,9.6789 ,-1.0430 ,-1.4468 ,-1.3187 ,37.3253 ,-87.8782 ,-0.8241 ,-0.1690 ,-0.1665 ,-0.0025 ,58.2736 ,178.4766 ,15.7419 ,0.8739 ,-0.4994 ,0.0230 ,44.0000 ,2.1400 ,513645.8400 ,1318.6800 ,-0.3600 ,0.0000 ,-0.0800 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
1734.TW,2015/3/11,34.5664 ,34.6965 ,34.5664 ,34.6965 ,290.0000 ,11609.0000 ,34.8440 ,35.0652 ,35.0001 ,4.7614 ,5.0447 ,-0.4233 ,-1.0514 ,-0.8675 ,40.5436 ,-78.7885 ,-0.5638 ,-0.1802 ,-0.1692 ,-0.0109 ,57.3533 ,170.8828 ,15.7419 ,0.3764 ,0.3764 ,0.0230 ,44.1700 ,2.1500 ,513157.7500 ,799.0000 ,0.4000 ,0.0000 ,0.0000 ,34.5000 ,2.04,3.18,-12.6900 ,-1.6400 ,0.5100 ,81.1300 ,2.0800 ,2.0800 ,258.5700 ,168.9300 ,0.0700 ,0.3900 
